"Päivitetty","Kunta","Varmuus","Tyyppi","Pisteet","Nimi","URL","Kunnan sivu","HTTP","Löytötapa","Osumat"
"13.8.2026 klo 14.28","Kuortane","keskitaso","viitesivu","285","Vanhus- ja vammaisneuvosto","https://kuortane.fi/hallinto-ja-paatoksenteko/vanhus-ja-vammaisneuvosto/","https://kuortane.fi/","200","sisäinen haku","vanhus; vanhuspalvelu; ikääntyneille"
"13.8.2026 klo 14.28","Kuortane","keskitaso","viitesivu","210","Hakutulokset hakusanalla: vanhus","https://kuortane.fi/?s=vanhus","https://kuortane.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kurikka","korkea","palvelusivu","625","Ikäihmiset","https://kurikka.fi/target_group/ikaihmiset/","https://kurikka.fi/","200","sivukartta","ikäihmiset; ikaihmiset; vanhus"
"13.8.2026 klo 14.28","Kurikka","keskitaso","viitesivu","210","Vanhusneuvosto","https://kurikka.fi/kaupunki-ja-hallinto/osallistu-ja-vaikuta/vanhusneuvosto/","https://kurikka.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Kustavi","keskitaso","viitesivu","210","Vanhus- ja vammaisneuvosto","https://kustavi.fi/kunta-ja-hallinto/osallistu-ja-vaikuta/vanhusneuvosto/","https://kustavi.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Kustavi","keskitaso","viitesivu","210","Kustavi - Saariston kuningaskunta","https://kustavi.fi/?phrase=vanhus","https://kustavi.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kärsämäki","korkea","palvelusivu","600","Pohteen Aino-neuvonta ikäihmisille","https://karsamaki.fi/julkaisut/pohteen-aino-neuvonta-ikaihmisille/","https://karsamaki.fi/","200","sivukartta","ikäihmisille; ikaihmisille"
"13.8.2026 klo 14.28","Kärsämäki","keskitaso","viitesivu","210","Haun tulokset: vanhus","https://karsamaki.fi/?s=vanhus","https://karsamaki.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Kökar","keskitaso","viitesivu","310","Kommunal service","https://www.kokar.ax/kommunens-service","https://www.kokar.ax/","200","syvälinkki","äldreomsorg; äldre"
"13.8.2026 klo 14.28","Lahti","keskitaso","viitesivu","955","Vanhusneuvoston aloite Lahden ikäihmiset ja vanhukset tehty kestäviksi","https://www.lahti.fi/tiedostot/vanhusneuvoston-aloite-lahden-ikaihmiset-ja-vanhukset-tehty-kestaviksi/","https://www.lahti.fi/","200","sivukartta","ikäihmiset; ikaihmiset; vanhukset; vanhus"
"13.8.2026 klo 14.28","Lahti","korkea","palvelusivu","600","Nostoja laajasta hyvinvointikertomuksesta -työllisyys, aikuisväestö ja ikääntyneet","https://www.lahti.fi/tiedostot/nostoja-laajasta-hyvinvointikertomuksesta-tyollisyys-aikuisvaesto-ja-ikaantyneet/","https://www.lahti.fi/","200","sivukartta","ikääntyneet; ikaantyneet"
"13.8.2026 klo 14.28","Lahti","keskitaso","viitesivu","290","Sosiaali- ja terveyspalvelut","https://www.lahti.fi/vapaa-aika/sosiaali-ja-terveyspalvelut/","https://www.lahti.fi/","200","polku",""
"13.8.2026 klo 14.28","Laihia","korkea","palvelusivu","990","Vanhuspalvelut","https://laihia.fi/palveluhakemisto/vanhuspalvelut-5/","https://laihia.fi/","200","polku","vanhuspalvelut; vanhuspalvelu; vanhus"
"13.8.2026 klo 14.28","Laihia","korkea","palvelusivu","990","Vanhuspalvelut","https://laihia.fi/palveluhakemisto/vanhuspalvelut-5/","https://laihia.fi/","200","polku","vanhuspalvelut; vanhuspalvelu; vanhus"
"13.8.2026 klo 14.28","Laihia","korkea","palvelusivu","990","Vanhuspalvelut","https://laihia.fi/palveluhakemisto/vanhuspalvelut-5/","https://laihia.fi/","200","polku","vanhuspalvelut; vanhuspalvelu; vanhus"
"13.8.2026 klo 14.28","Laihia","korkea","palvelusivu","570","Ravitsemusesitteet ikääntyneille -palvelun verkkoasiointikanava","https://laihia.fi/asiointikanavat/ravitsemusesitteet-ikaantyneille-palvelun-verkkoasiointikanava/","https://laihia.fi/","200","sivukartta","ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Laihia","korkea","palvelusivu","570","Lisätietoa palvelusta Ravitsemusesitteet ikääntyneille","https://laihia.fi/asiointikanavat/lisatietoa-palvelusta-ravitsemusesitteet-ikaantyneille/","https://laihia.fi/","200","sivukartta","ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Laitila","keskitaso","viitesivu","210","Haku","https://www.laitila.fi/?s=vanhus","https://www.laitila.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Laitila","keskitaso","viitesivu","210","Haku","https://www.laitila.fi/en/?s=vanhus","https://www.laitila.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Laitila","keskitaso","viitesivu","210","Haku","https://www.laitila.fi/uk/?s=vanhus","https://www.laitila.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Lapinjärvi","korkea","palvelusivu","1400","Chefen för äldreomsorgen har nytt verksamhetsutrymme","https://lapinjarvi.fi/sv/chefen-for-aldreomsorgen-har-nytt-verksamhetsutrymme/","https://lapinjarvi.fi/","200","sivukartta","äldreomsorg; aldreomsorg; för äldre; for aldre; äldre; aldre"
"13.8.2026 klo 14.28","Lapinjärvi","korkea","palvelusivu","1325","Strategi för äldre personer, planeringsdag 12.4.2017","https://lapinjarvi.fi/sv/strategi-for-aldre-personer-planeringsdag-12-4-2017/","https://lapinjarvi.fi/","200","sivukartta","äldre personer; aldre personer; för äldre; for aldre; äldre; aldre"
"13.8.2026 klo 14.28","Lapinjärvi","korkea","palvelusivu","1325","Naturutflykt för äldre personer 11.9.2024 kl. 10 – 12 vid Korsmalms kåtan","https://lapinjarvi.fi/sv/naturutflykt-for-aldre-personer-11-9-2024-kl-10-12-vid-korsmalms-katan/","https://lapinjarvi.fi/","200","sivukartta","äldre personer; aldre personer; för äldre; for aldre; äldre; aldre"
"13.8.2026 klo 14.28","Lapinjärvi","korkea","palvelusivu","910","Lapinjärven perusturvalautakunta julistaa haettavaksi 28.2.2011 mennessä vanhustyöhön","https://lapinjarvi.fi/lapinjarven-perusturvalautakunta-julistaa-haettavaksi-28-2-2011-mennessa-vanhustyohon/","https://lapinjarvi.fi/","200","sivukartta","vanhustyö; vanhustyo; vanhus"
"13.8.2026 klo 14.28","Lapinjärvi","korkea","palvelusivu","910","LAPINJÄRVEN PERUSTURVALAUTAKUNTA julistaa haettavaksi vanhustyöhön","https://lapinjarvi.fi/lapinjarven-perusturvalautakunta-julistaa-haettavaksi-vanhustyohon/","https://lapinjarvi.fi/","200","sivukartta","vanhustyö; vanhustyo; vanhus"
"13.8.2026 klo 14.28","Lappajärvi","keskitaso","viitesivu","570","Joulupostia ikäihmisille kampanja käynnissä 6.12. saakka","https://lappajarvi.fi/joulupostia-ikaihmisille-kampanja-kaynnissa-6-12-saakka/","https://lappajarvi.fi/","200","sivukartta","ikäihmisille; ikaihmisille"
"13.8.2026 klo 14.28","Lappajärvi","keskitaso","viitesivu","210","Search Results for: vanhus","https://lappajarvi.fi/?s=vanhus","https://lappajarvi.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Lappajärvi","keskitaso","viitesivu","210","Alajärven kaupunginhallitus pyytää esityksiä Järvi-Pohjanmaan vanhusneuvoston ja Järvi- Pohjanmaan vammaisneuvoston jäseniksi ja varajäseniksi","https://lappajarvi.fi/alajarven-kaupunginhallitus-pyytaa-esityksia-jarvi-pohjanmaan-vanhusneuvoston-ja-jarvi-pohjanmaan-vammaisneuvoston-jaseniksi-ja-varajaseniksi/","https://lappajarvi.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Lappeenranta","keskitaso","viitesivu","290","Suosikit","https://lappeenranta.fi/fi/osallistu-ja-vaikuta/yhdenvertaisuus-ja-tasa-arvosuunnitelma/liite-1-tasa-arvo-ja-yhdenvertaisuus-lainsaadannossa-ja-yhteiskunnassa/lapset-nuoret-ja-vanhukset","https://lappeenranta.fi/","200","etusivu","vanhukset"
"13.8.2026 klo 14.28","Lappeenranta","keskitaso","viitesivu","210","Suosikit","https://lappeenranta.fi/fi/kaupunki-ja-paatoksenteko/paatoksenteko/vanhusneuvosto","https://lappeenranta.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Lappeenranta","keskitaso","viitesivu","210","Suosikit","https://lappeenranta.fi/fi/kaupunki-ja-paatoksenteko/paatoksenteko/vanhusneuvosto/vanhusneuvoston-tehtavat","https://lappeenranta.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Lappeenranta","keskitaso","viitesivu","210","Suosikit","https://lappeenranta.fi/fi/kaupunki-ja-paatoksenteko/paatoksenteko/vanhusneuvosto/vanhusneuvoston-kokoonpano-ja-tehtavat","https://lappeenranta.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Lappeenranta","keskitaso","viitesivu","210","Suosikit","https://lappeenranta.fi/fi/kaupunki-ja-paatoksenteko/paatoksenteko/vanhusneuvosto/vanhusneuvoston-jasenet","https://lappeenranta.fi/","200","etusivu","vanhus"
"13.8.2026 klo 14.28","Lapua","korkea","palvelusivu","435","Ikäihmiset","https://lapua.fi/etusivu/vahvuutena-v%C3%A4litt%C3%A4minen/v%C3%A4litt%C3%A4misen-ty%C3%B6kalupakki/ik%C3%A4ihmiset/","https://lapua.fi/","200","sisäinen haku","ikäihmiset; vanhustyö; ikäihmisille; ikääntyneille; vanhus"
"13.8.2026 klo 14.28","Lapua","korkea","palvelusivu","420","Ikääntyneille","https://lapua.fi/hyvinvointi/hyvaa-arkea-lapualla/ik%C3%A4%C3%A4ntyneille/","https://lapua.fi/","200","etusivu","ikääntyneille; ikääntyneet; vanhus"
"13.8.2026 klo 14.28","Lapua","korkea","palvelusivu","420","Kulttuuripalvelut ikääntyneille","https://lapua.fi/hyvinvointi/hyvaa-arkea-lapualla/ik%C3%A4%C3%A4ntyneille/kulttuuripalvelut-ik%C3%A4%C3%A4ntyneille/","https://lapua.fi/","200","etusivu","ikääntyneille; vanhus"
"13.8.2026 klo 14.28","Lapua","keskitaso","viitesivu","285","Vanhusneuvosto","https://lapua.fi/hyvinvointi/osallisuus-ja-yhdenvertaisuus/vanhusneuvosto/","https://lapua.fi/","200","etusivu","vanhus; ikääntyneille"
"13.8.2026 klo 14.28","Lapua","keskitaso","viitesivu","285","Hakutulokset","https://lapua.fi/?s=vanhus","https://lapua.fi/","200","sisäinen haku","vanhus; vanhustyö; ikäihmiset; ikääntyneille"
"13.8.2026 klo 14.28","Laukaa","korkea","palvelusivu","720","Ikäihmiset","https://www.laukaa.fi/asukkaat/palvelut-kohderyhmittain/ikaihmiset/","https://www.laukaa.fi/","200","syvälinkki","ikäihmiset; ikaihmiset; vanhus"
"13.8.2026 klo 14.28","Laukaa","keskitaso","viitesivu","285","Vanhusneuvosto","https://www.laukaa.fi/asukkaat/kunta-ja-paatoksenteko/osallistu-ja-vaikuta/vanhusneuvosto/","https://www.laukaa.fi/","200","syvälinkki","vanhus; ikäihmiset; ikääntyvä; seniorit; eläkeläiset"
"13.8.2026 klo 14.28","Lemi","korkea","palvelusivu","895","Vanhuspalvelut","https://lemi.fi/palvelut/sosiaali-ja-terveyspalvelut/vanhuspalvelus/","https://lemi.fi/","200","sivukartta","vanhuspalvelut; vanhuspalvelu; vanhus; vanhusten palvelut"
"13.8.2026 klo 14.28","Lestijärvi","keskitaso","viitesivu","210","Hakutulokset haulle: vanhus","https://lestijarvi.fi/?s=vanhus","https://lestijarvi.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Lestijärvi","keskitaso","viitesivu","210","Ei hakutuloksia","https://lestijarvi.fi/en/?s=vanhus","https://lestijarvi.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Lieksa","keskitaso","viitesivu","1050","Joulupostia ikäihmisille ‑kampanja kutsuu Lieksan asukkaat lähettämään joulukortteja ikääntyneille","https://www.lieksa.fi/joulupostia-ikaihmisille-kampanja-kutsuu-lieksan-asukkaat-lahettamaan-joulukortteja-ikaantyneille/","https://www.lieksa.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Lieksa","keskitaso","viitesivu","285","Vanhusneuvosto","https://www.lieksa.fi/kaupunki-ja-hallinto/hallinto-ja-paatoksenteko/lautakunnat-ja-toimielimet/vanhusneuvosto/","https://www.lieksa.fi/","200","syvälinkki","vanhus; ikäihmisille; seniorit; eläkeläiset"
"13.8.2026 klo 14.28","Liminka","keskitaso","viitesivu","720","Ikääntyneet 23.2.2022","https://www.liminka.fi/kunta-ja-hallinto/ohjelmatyoryhmat/hyvinvointityoryhma/ikaantyneet-23-2-2022/?_rt=OXwxfGlrw6TDpG50eW5lZXR8MTc4NjYyMDI3NA&_rt_nonce=2623800944","https://www.liminka.fi/","200","sisäinen haku","ikääntyneet; ikaantyneet; vanhus"
"13.8.2026 klo 14.28","Liminka","korkea","palvelusivu","600","Puistojumppaa ikäihmisille","https://www.liminka.fi/puistojumppaa-ikaihmisille/","https://www.liminka.fi/","200","sivukartta","ikäihmisille; ikaihmisille; vanhus"
"13.8.2026 klo 14.28","Liminka","korkea","palvelusivu","600","Elämyksiä ja seuraa ohjatuissa etäryhmissä – kunnalta uusia maksuttomia palveluja ikäihmisille","https://www.liminka.fi/elamyksia-ja-seuraa-ohjatuissa-etaryhmissa-kunnalta-uusia-maksuttomia-palveluja-ikaihmisille/","https://www.liminka.fi/","200","sivukartta","ikäihmisille; ikaihmisille; vanhus"
"13.8.2026 klo 14.28","Liminka","korkea","palvelusivu","600","Limingassa riittää keväällä tekemistä ikäihmisille","https://www.liminka.fi/limingassa-riittaa-kevaalla-tekemista-ikaihmisille/","https://www.liminka.fi/","200","sivukartta","ikäihmisille; ikaihmisille; vanhus"
"13.8.2026 klo 14.28","Liminka","korkea","palvelusivu","405","Senioreille","https://www.liminka.fi/4656-2/","https://www.liminka.fi/","200","etusivu","senioreille; vanhus"
"13.8.2026 klo 14.28","Lohja","korkea","palvelusivu","850","Informationsmöte för äldre bilister","https://www.lohja.fi/sv/yleinen-sv/informationsmote-for-aldre-bilister/","https://www.lohja.fi/","200","sivukartta","för äldre; for aldre; äldre; aldre"
"13.8.2026 klo 14.28","Loimaa","keskitaso","viitesivu","285","Hakutulokset: vanhus","https://www.loimaa.fi/?s=vanhus","https://www.loimaa.fi/","200","sisäinen haku","vanhus; senioreille"
"13.8.2026 klo 14.28","Loimaa","keskitaso","viitesivu","210","Search Results: vanhus","https://www.loimaa.fi/en/?s=vanhus","https://www.loimaa.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Loviisa","keskitaso","viitesivu","850","Har du redan bekantat dig med serviceguiden för äldre?","https://www.loviisa.fi/sv/meddelanden/har-du-redan-bekantat-dig-med-serviceguiden-for-aldre/","https://www.loviisa.fi/","200","sivukartta","för äldre; for aldre; äldre; aldre"
"13.8.2026 klo 14.28","Lumijoki","keskitaso","viitesivu","495","VANHUSNEUVOSTO","https://www.lumijoki.fi/sosiaali-ja-terveyspalvelut/ikaihmiset/vanhusneuvosto/","https://www.lumijoki.fi/","200","sivukartta","ikaihmiset; vanhus"
"13.8.2026 klo 14.28","Luumäki","keskitaso","viitesivu","285","Vanhus- ja vammaisneuvosto","https://www.luumaki.fi/fi/kuntainfo/hallinto-ja-paatoksenteko/vanhus-ja-vammaisneuvosto","https://www.luumaki.fi/","200","etusivu","vanhus; vanhuspalvelu; seniorit"
"13.8.2026 klo 14.28","Maalahti","korkea","palvelusivu","405","Gruppverksamhet","https://www.malax.fi/fritid-och-kultur/seniorer/gruppverksamhet/","https://www.malax.fi/","200","sisäinen haku","seniorer; pensionär"
"13.8.2026 klo 14.28","Maalahti","keskitaso","viitesivu","130","Ungdomsgården Sockenstugan","https://www.malax.fi/fritid-och-kultur/barn-unga-och-familjer/ungdomsgarden-sockenstugan/","https://www.malax.fi/","200","sisäinen haku","äldre"
"13.8.2026 klo 14.28","Maalahti","keskitaso","viitesivu","130","Allmän information om Malax","https://www.malax.fi/kommunen/kommunfakta/allman-information-om-malax/","https://www.malax.fi/","200","sisäinen haku","äldre"
"13.8.2026 klo 14.28","Maalahti","keskitaso","viitesivu","130","Årets ungdom 2025","https://www.malax.fi/fritid-och-kultur/foreningar/nomineringar/","https://www.malax.fi/","200","sisäinen haku","äldre"
"13.8.2026 klo 14.28","Maarianhamina","korkea","palvelusivu","720","Information till dig som producerar momsfri privat socialservice för äldre i Mariehamn","https://www.mariehamn.ax/aldre-och-omsorg/momsfri-socialservice/information-dig-producerar-momsfri-privat-socialservice","https://www.mariehamn.ax/fi","200","etusivu","för äldre; äldre; aldre; äldreomsorg"
"13.8.2026 klo 14.28","Maarianhamina","korkea","palvelusivu","720","Kultur för äldre","https://www.mariehamn.ax/aldre-och-omsorg/kultur-aldre","https://www.mariehamn.ax/fi","200","etusivu","för äldre; äldre; aldre; äldreomsorg"
"13.8.2026 klo 14.28","Maarianhamina","keskitaso","viitesivu","720","Väntetider för sociala tjänster för äldre","https://www.mariehamn.ax/aldre-och-omsorg/vantetider-sociala-tjanster-aldre","https://www.mariehamn.ax/fi","200","etusivu","för äldre; äldre; aldre; äldreomsorg"
"13.8.2026 klo 14.28","Maarianhamina","keskitaso","viitesivu","450","Äldre och omsorg","https://www.mariehamn.ax/aldre-och-omsorg","https://www.mariehamn.ax/fi","200","etusivu","äldre; aldre; äldreomsorg; för äldre"
"13.8.2026 klo 14.28","Maarianhamina","keskitaso","viitesivu","440","Boendeservice","https://www.mariehamn.ax/aldre-och-omsorg/boendeservice","https://www.mariehamn.ax/fi","200","etusivu","aldre; äldreomsorg; för äldre; äldre"
"13.8.2026 klo 14.28","Masku","korkea","palvelusivu","570","Vapaita vuokra-asuntoja ikäihmisille","https://masku.fi/vapaita-vuokra-asuntoja-ikaihmisille","https://www.masku.fi/","200","sivukartta","ikäihmisille; ikaihmisille"
"13.8.2026 klo 14.28","Masku","keskitaso","viitesivu","285","Hakutulokset","https://masku.fi/?s=vanhus","https://www.masku.fi/","200","sisäinen haku","vanhus; ikäihmisille"
"13.8.2026 klo 14.28","Masku","keskitaso","viitesivu","285","Maskun kunnan ja Varsinais-Suomen hyvinvointialueen vanhusneuvostot","https://masku.fi/maskun-kunnan-ja-varsinais-suomen-hyvinvointialueen-vanhusneuvostot?_rt=MnwxfHZhbmh1c3wxNzg2NjE4Nzgw&_rt_nonce=a9ce43d901","https://www.masku.fi/","200","sisäinen haku","vanhus; ikääntyneille"
"13.8.2026 klo 14.28","Masku","keskitaso","viitesivu","245","Ikäihmisen Masku","https://masku.fi/ikaihmisen-masku","https://www.masku.fi/","200","etusivu","ikäihmisille; vanhus"
"13.8.2026 klo 14.28","Masku","keskitaso","viitesivu","210","Vanhusneuvosto","https://masku.fi/hallinto-ja-paatoksenteko/osallistu-ja-vaikuta/vaikuttajatoimielimet/vanhusneuvosto?_rt=MXwxfHZhbmh1c3wxNzg2NjE4Nzgw&_rt_nonce=518b9f9ea4","https://www.masku.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Merijärvi","keskitaso","viitesivu","210","Vanhus- ja vammaisneuvoston pöytäkirja 14.10.2025","https://www.merijarvi.fi/asiakirjat/vanhus-ja-vammaisneuvosto-poytakirjat/vanhus-ja-vammaisneuvoston-poytakirja-14102025","https://www.merijarvi.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Merijärvi","keskitaso","viitesivu","210","Vanhus- ja vammaisneuvoston pöytäkirja 23.1.2026","https://www.merijarvi.fi/asiakirjat/vanhus-ja-vammaisneuvosto-poytakirjat/vanhus-ja-vammaisneuvoston-poytakirja-2312026","https://www.merijarvi.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Miehikkälä","keskitaso","viitesivu","285","Vanhusneuvosto - Miehikkälän kunta","https://www.miehikkala.fi/hallinto/valtuustot-ja-neuvostot/vanhusneuvostot/","https://www.miehikkala.fi/","200","etusivu","vanhus; ikääntyneiden palvelut"
"13.8.2026 klo 14.28","Miehikkälä","keskitaso","viitesivu","285","Hakutulokset haulle: vanhus","https://www.miehikkala.fi/?s=vanhus","https://www.miehikkala.fi/","200","sisäinen haku","vanhus; ikääntyneiden palvelut"
"13.8.2026 klo 14.28","Mikkeli","keskitaso","viitesivu","285","Vanhusneuvoston toimintasääntö","https://mikkeli.fi/paatoksenteko/johto-ja-ohjesaannot/vanhusneuvoston-toimintasaanto/","https://mikkeli.fi/","200","sisäinen haku","vanhus; vanhustyö"
"13.8.2026 klo 14.28","Mikkeli","keskitaso","viitesivu","285","Vammaisneuvosto ja vanhusneuvosto järjestävät vaalipaneelin tiistaina 25. maaliskuuta","https://mikkeli.fi/2025/03/21/vammaisneuvosto-ja-vanhusneuvosto-jarjestavat-vaalipaneelin-tiistaina-25-maaliskuuta/","https://mikkeli.fi/","200","sisäinen haku","vanhus; ikääntyneet"
"13.8.2026 klo 14.28","Mikkeli","keskitaso","viitesivu","285","Haku","https://mikkeli.fi/?s=vanhus","https://mikkeli.fi/","200","sisäinen haku","vanhus; vanhustyö"
"13.8.2026 klo 14.28","Mikkeli","keskitaso","viitesivu","285","Vanhusneuvosto","https://mikkeli.fi/paatoksenteko/vanhusneuvosto/","https://mikkeli.fi/","200","sisäinen haku","vanhus; vanhustyö; seniorit"
"13.8.2026 klo 14.28","Muonio","korkea","palvelusivu","405","Käsivarren seniorit","https://www.muonio.fi/vapaa-aika/kylapirtti/kylapirtin-varauskalenteri/kasivarren-seniorit-6.html","https://www.muonio.fi/","200","sivukartta","seniorit; vanhus"
"13.8.2026 klo 14.28","Muonio","keskitaso","viitesivu","285","Vanhus- ja vammaisneuvosto","https://www.muonio.fi/kunta-ja-hallinto/paatoksenteko/vanhus-ja-vammaisneuvosto.html","https://www.muonio.fi/","200","etusivu","vanhus; seniorit"
"13.8.2026 klo 14.28","Mustasaari","keskitaso","viitesivu","415","Pensionär(hem)sföreningar","https://korsholm.fi/valfard/fritidsverksamhet/foreningsverksamhet/pensionarsforeningar","https://korsholm.fi/","200","etusivu","pensionär; pensionar"
"13.8.2026 klo 14.28","Mustasaari","keskitaso","viitesivu","330","Äldrerådet","https://korsholm.fi/2021/11/aldreradet","https://korsholm.fi/","200","sivukartta","äldre; aldre"
"13.8.2026 klo 14.28","Mustasaari","keskitaso","viitesivu","330","De äldres dans med Gun Svenlin","https://korsholm.fi/2023/02/de-aldres-dans-med-gun-svenlin","https://korsholm.fi/","200","sivukartta","äldre; aldre"
"13.8.2026 klo 14.28","Mustasaari","keskitaso","viitesivu","330","Korsholms kommun grundar jubileumsfond för att stöda barns, ungas och äldres välbefinnande","https://korsholm.fi/2023/02/korsholms-kommun-grundar-jubileumsfond-for-att-stoda-barns-ungas-och-aldres-valbefinnande","https://korsholm.fi/","200","sivukartta","äldre; aldre"
"13.8.2026 klo 14.28","Mustasaari","keskitaso","viitesivu","330","Hej, du som är 65 år eller äldre, svara på bibliotekets enkät!","https://korsholm.fi/2023/05/hej-du-som-ar-65-ar-eller-aldre-svara-pa-bibliotekets-enkat","https://korsholm.fi/","200","sivukartta","äldre; aldre"
"13.8.2026 klo 14.28","Mänttä-vilppula","korkea","palvelusivu","600","Hyvinvointityöpaja ikäihmisille | Mänttä-Vilppula","https://manttavilppula.fi/ajankohtaiset/hyvinvointityopaja-ikaihmisille/","https://www.manttavilppula.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikäihmiset"
"13.8.2026 klo 14.28","Mänttä-vilppula","keskitaso","viitesivu","570","Joulupostia ikäihmisille -kampanja on 3.11.-4.12.25 | Mänttä-Vilppula","https://manttavilppula.fi/ajankohtaiset/joulupostia-ikaihmisille-kampanja-on-3-11-4-12-25/","https://www.manttavilppula.fi/","200","sivukartta","ikäihmisille; ikaihmisille"
"13.8.2026 klo 14.28","Mäntyharju","keskitaso","viitesivu","505","Ilmoittaudu Hyvän Arjen Avaimet -keskusteluryhmään (Ikäihmiset)","https://www.mantyharju.fi/ilmoittaudu-hyvan-arjen-avaimet-keskusteluryhmaan-ikaihmiset/","https://www.mantyharju.fi/","200","sivukartta","ikäihmiset; ikaihmiset"
"13.8.2026 klo 14.28","Nakkila","korkea","palvelusivu","405","Seniorit","https://nakkila.fi/kohdeyleiso/seniorit/","https://nakkila.fi/","200","sivukartta","seniorit; vanhus"
"13.8.2026 klo 14.28","Nakkila","keskitaso","viitesivu","335","Elämää siin Nakkila kirko vaiheil.","https://nakkila.fi/","https://nakkila.fi/","200","polku","vanhus"
"13.8.2026 klo 14.28","Nakkila","keskitaso","viitesivu","335","Elämää siin Nakkila kirko vaiheil.","https://nakkila.fi/","https://nakkila.fi/","200","polku","vanhus"
"13.8.2026 klo 14.28","Nakkila","keskitaso","viitesivu","335","Elämää siin Nakkila kirko vaiheil.","https://nakkila.fi/","https://nakkila.fi/","200","polku","vanhus"
"13.8.2026 klo 14.28","Nakkila","keskitaso","viitesivu","285","Vanhusneuvosto","https://nakkila.fi/paatoksenteko/vaikuttamistoimielimet-ja-seuraparlamentti/vanhusneuvosto/","https://nakkila.fi/","200","etusivu","vanhus; vanhustyö"
"13.8.2026 klo 14.28","Nivala","keskitaso","viitesivu","210","Vanhus- ja vammaisneuvosto","https://www.nivala.fi/kaupunki-ja-hallinto/paatoksenteko/lautakunnat/vanhus-ja-vammaisneuvosto","https://www.nivala.fi/","200","sisäinen haku","vanhus"
"13.8.2026 klo 14.28","Nokia","keskitaso","viitesivu","425","Kuntosali tutuksi- kurssi ikääntyneille tulee taas 18.-28.8.","https://www.nokiankaupunki.fi/tiedotteet/kuntosali-tutuksi-kurssi-18-28-8-2026/","https://www.nokiankaupunki.fi/","200","sisäinen haku","ikääntyneille; ikääntyneet"
"13.8.2026 klo 14.28","Nokia","keskitaso","viitesivu","410","Nokian Eläkeläiset ry","https://www.nokiankaupunki.fi/yhdistykset/nokian-elakelaiset-ry/","https://www.nokiankaupunki.fi/","200","sivukartta","eläkeläiset; elakelaiset; eläkeläinen"
"13.8.2026 klo 14.28","Nokia","korkea","palvelusivu","405","Nokian seniorit ry","https://www.nokiankaupunki.fi/yhdistykset/nokian-seniorit-ry/","https://www.nokiankaupunki.fi/","200","sivukartta","seniorit; senioreille; eläkeläiset"
"13.8.2026 klo 14.28","Nokia","keskitaso","viitesivu","360","Linnavuoren Tehtaiden Eläkeläiset ry","https://www.nokiankaupunki.fi/yhdistykset/linnavuoren-tehtaiden-elakelaiset-ry/","https://www.nokiankaupunki.fi/","200","sivukartta","eläkeläiset; elakelaiset"
"13.8.2026 klo 14.28","Nokia","keskitaso","viitesivu","285","Vanhustenviikko","https://www.nokiankaupunki.fi/vanhustenviikko/","https://www.nokiankaupunki.fi/","200","sisäinen haku","vanhus; ikääntyneet; seniorit; eläkeläiset"
"13.8.2026 klo 14.28","Nousiainen","keskitaso","viitesivu","1050","Joulupostia ikäihmisille -kampanja kutsuu Nousiaisten kunnan asukkaat lähettämään joulukortteja ikääntyneille 3.11.-4.12.","https://nousiainen.fi/tiedote/joulupostia-ikaihmisille-kampanja-kutsuu-nousiaisten-kunnan-asukkaat-lahettamaan-joulukortteja-ikaantyneille-3-11-4-12/","https://nousiainen.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneille; ikaantyneille"
"13.8.2026 klo 14.28","Nousiainen","keskitaso","viitesivu","600","Joulupostia ikäihmisille -kampanja keräsi 173 joulukorttia Nousiaisissa!","https://nousiainen.fi/tiedote/joulupostia-ikaihmisille-kampanja-kerasi-173-joulukorttia-nousiaisissa/","https://nousiainen.fi/","200","sivukartta","ikäihmisille; ikaihmisille; ikääntyneille"
